Time,OriginVertihub,OriginVertiport,DestinationVertihub,DestinationVertiport
0,0,38,0,128
0,14,18,14,99
60,32,92,32,24
60,4,137,12,83
60,39,119,0,38
60,43,124,61,49
60,37,63,37,61
0,11,67,2,88
60,11,0,0,128
0,0,128,0,38
60,33,59,8,87
0,0,39,54,57
60,0,128,0,128
0,2,140,43,25
0,10,100,60,58
0,19,41,31,6
0,11,144,20,102
60,20,37,20,102
60,56,143,48,155
60,15,150,15,150
0,36,93,0,38
60,37,114,22,17
60,0,128,37,114
60,54,82,38,126
0,11,97,63,91
0,22,96,22,96
0,21,5,48,155
0,33,59,3,146
60,60,9,23,36
0,49,121,8,87
0,36,4,0,39
60,44,40,2,27
60,26,14,26,141
0,43,157,43,157
0,2,140,28,7
0,8,87,27,116
0,48,103,48,155
60,9,110,9,110
60,48,103,56,143
0,55,69,42,72
60,5,2,43,124
60,44,138,44,40
0,37,63,0,128
0,32,86,32,86
0,0,76,37,63
0,39,54,18,127
60,37,114,39,119
60,32,86,52,118
60,49,145,0,38
0,27,42,27,116
60,8,10,0,130
0,36,48,12,83
60,11,51,0,21
60,22,134,48,16
60,0,130,0,38
60,52,118,20,78
60,11,67,15,148
0,36,48,52,1
0,60,58,60,58
60,7,60,7,60
0,37,63,37,11
60,10,100,23,13
60,37,114,11,51
0,32,86,32,86
60,36,93,20,102
0,27,42,27,116
0,18,19,14,98
0,26,141,12,62
0,0,39,20,26
60,56,143,21,64
0,48,155,52,1
0,2,140,43,124
0,0,38,0,38
60,11,67,39,119
60,12,83,12,62
0,0,38,0,38
0,22,96,11,32
0,11,144,15,29
0,39,54,0,21
0,0,130,32,158
60,36,93,52,1
60,11,67,11,144
0,52,1,20,26
0,32,86,0,130
0,43,124,43,124
0,11,67,22,56
0,20,78,37,147
60,2,88,44,138
0,11,51,2,88
0,43,157,43,124
60,20,78,11,135
60,36,117,36,4
60,45,44,45,44
60,4,137,52,1
0,20,37,36,33
0,37,11,0,76
60,48,16,48,16
60,22,134,11,135
0,0,21,37,11
60,0,21,0,38
0,26,47,26,47
60,20,37,0,76
60,52,1,48,103
0,28,90,28,90
0,0,38,37,11
60,48,16,21,5
60,37,11,37,147
0,0,38,0,130
60,0,130,37,114
60,26,141,12,62
60,0,76,0,21
60,0,128,0,130
60,60,58,10,100
0,0,128,0,128
0,39,54,28,90
0,11,135,22,56
60,11,67,11,135
60,11,97,11,32
0,20,37,20,26
0,52,118,11,135
0,4,137,32,86
60,39,119,37,147
0,49,145,38,126
60,48,155,44,138
60,4,137,52,1
0,21,5,21,5
0,43,157,11,51
0,7,77,12,62
0,0,39,39,115
0,0,39,0,38
0,11,32,15,150
60,4,89,4,89
0,36,93,20,26
0,0,76,0,38
60,0,38,36,4
0,12,83,49,45
60,0,39,0,76
60,14,99,18,127
0,60,9,6,75
60,12,154,36,33
60,4,137,20,102
60,8,87,49,121
0,0,76,0,76
0,11,144,11,144
60,0,38,11,97
60,4,66,52,118
60,11,32,11,97
60,48,16,2,27
0,37,63,0,128
60,2,140,11,51
0,59,123,56,65
60,36,4,0,38
60,39,119,39,119
60,48,103,26,141
60,49,45,36,4
0,36,93,52,1
0,37,11,20,37
0,36,4,36,117
60,4,66,21,5
0,15,148,14,98
0,49,121,8,87
60,37,63,0,38
60,21,64,48,155
0,36,4,0,21
60,11,144,39,54
0,49,145,36,33
60,2,152,31,104
0,49,20,49,109
60,5,2,5,2
60,14,18,28,35
0,25,68,26,47
60,0,39,0,38
60,0,38,52,118
60,32,108,0,38
60,14,98,37,114
60,8,73,8,73
60,56,143,21,156
0,33,153,8,10
0,52,118,4,137
60,22,134,36,93
0,52,1,4,66
0,52,1,11,135
0,15,29,15,148
0,0,38,20,37
60,11,67,11,135
60,0,38,0,38
0,4,66,4,89
60,0,38,11,144
60,11,97,11,144
60,37,147,11,97
60,0,21,36,93
60,4,137,12,83
0,11,32,28,35
0,43,157,43,124
60,26,141,26,47
60,2,152,11,32
0,22,17,22,96
0,54,82,54,82
0,49,121,49,121
0,37,11,20,102
0,9,110,1,30
0,0,128,37,11
60,12,83,12,83
60,0,38,0,38
60,28,90,14,98
60,15,148,18,19
0,11,51,20,37
60,44,40,21,64
0,21,5,52,118
0,0,38,0,38
0,36,93,20,102
60,4,89,52,118
0,37,61,11,97
60,36,93,6,31
0,0,38,0,39
60,26,46,36,117
60,2,152,11,51
0,48,103,4,89
60,0,128,0,76
60,37,11,0,76
0,52,118,48,16
60,36,93,20,37
60,63,91,5,2
60,21,64,56,143
0,0,128,0,128
60,24,122,43,124
60,34,95,34,52
0,2,27,44,138
0,0,128,0,128
60,11,135,36,93
0,22,56,15,29
60,23,36,23,36
60,2,88,2,140
60,30,81,2,140
0,49,121,49,45
60,36,4,12,154
60,20,102,0,38
60,0,128,0,130
0,0,38,0,21
0,52,118,20,78
60,2,27,11,67
0,0,38,37,11
0,19,41,30,81
0,21,156,44,138
0,14,18,14,98
60,28,90,34,95
0,15,112,15,29
60,45,44,43,157
60,11,32,11,135
0,20,37,20,102
0,4,66,4,66
60,12,62,12,83
60,44,40,2,152
60,6,31,14,99
0,22,56,22,96
60,56,143,21,64
0,12,62,26,14
60,55,69,9,110
60,57,142,26,47
60,20,78,36,93
